,POS,Sentiment
156,"[(u'I', 'PRP'), (u'order', 'NN'), (u'voodoo', 'NN'), (u'pasta', 'NN'), (u'first', 'JJ'), (u'time', 'NN'), (u'I', 'PRP'), (u'realli', 'VBP'), (u'excel', 'JJ'), (u'pasta', 'NN'), (u'sinc', 'NN'), (u'go', 'VBP'), (u'gluten', 'JJ'), (u'free', 'JJ'), (u'sever', 'NN'), (u'year', 'NN'), (u'ago', 'RB')]",1
157,"[(u'place', 'NN'), (u'good', 'JJ')]",1
158,"[(u'unfortun', 'JJ'), (u'must', 'MD'), (u'hit', 'VB'), (u'bakeri', 'JJ'), (u'leftov', 'JJ'), (u'day', 'NN'), (u'everyth', 'VBD'), (u'order', 'NN'), (u'stale', 'NN')]",0
159,"[(u'I', 'PRP'), (u'came', 'VBD'), (u'back', 'RB'), (u'today', 'NN'), (u'sinc', 'NN'), (u'reloc', 'NN'), (u'still', 'RB'), (u'impress', 'VB')]",0
160,"[(u'I', 'PRP'), (u'seat', 'VBP'), (u'immedi', 'JJ')]",1
161,"[(u'their', 'PRP$'), (u'menu', 'NN'), (u'divers', 'NNS'), (u'reason', 'NN'), (u'price', 'NN')]",1
162,"[(u'avoid', 'NN'), (u'cost', 'NN')]",0
163,"[(u'restaur', 'VB'), (u'alway', 'RB'), (u'full', 'JJ'), (u'never', 'RB'), (u'wait', 'VBP')]",1
164,"[(u'delici', 'NN')]",1
165,"[(u'thi', 'JJ'), (u'place', 'NN'), (u'hand', 'NN'), (u'one', 'CD'), (u'best', 'JJS'), (u'place', 'NN'), (u'eat', 'NN'), (u'phoenix', 'NN'), (u'metro', 'CD'), (u'area', 'NN')]",1
166,"[(u'So', 'RB'), (u'go', 'JJ'), (u'look', 'NN'), (u'good', 'JJ'), (u'food', 'NN')]",0
167,"[(u'I', 'PRP'), (u'never', 'RB'), (u'treat', 'VBP'), (u'bad', 'JJ')]",0
168,"[(u'bacon', 'NN'), (u'hella', 'NN'), (u'salti', 'NN')]",1
169,"[(u'We', 'PRP'), (u'also', 'RB'), (u'order', 'NN'), (u'spinach', 'NN'), (u'avocado', 'NN'), (u'salad', 'NN'), (u'ingredi', 'NN'), (u'sad', 'JJ'), (u'dress', 'NN'), (u'liter', 'NN'), (u'zero', 'CD'), (u'tast', 'NN')]",0
170,"[(u'thi', 'NN'), (u'realli', 'NN'), (u'vega', 'JJ'), (u'fine', 'JJ'), (u'dine', 'NN'), (u'use', 'NN'), (u'right', 'JJ'), (u'menu', 'NN'), (u'hand', 'NN'), (u'ladi', 'JJ'), (u'price', 'NN'), (u'list', 'NN')]",1
171,"[(u'the', 'DT'), (u'waitress', 'NN'), (u'friendli', 'NN')]",1
172,"[(u'lordi', 'NN'), (u'khao', 'NN'), (u'soi', 'JJ'), (u'dish', 'JJ'), (u'miss', 'NN'), (u'curri', 'NN'), (u'lover', 'NN')]",1
173,"[(u'everyth', 'NN'), (u'menu', 'NN'), (u'terrif', 'NN'), (u'also', 'RB'), (u'thrill', 'RB'), (u'made', 'VBN'), (u'amaz', 'RP'), (u'accommod', 'JJ'), (u'vegetarian', 'JJ'), (u'daughter', 'NN')]",1
174,"[(u'perhap', 'NN'), (u'I', 'PRP'), (u'caught', 'VBD'), (u'night', 'NN'), (u'judg', 'NN'), (u'review', 'NN'), (u'I', 'PRP'), (u'inspir', 'VBP'), (u'go', 'VB'), (u'back', 'RB')]",0
175,"[(u'the', 'DT'), (u'servic', 'JJ'), (u'leav', 'NN'), (u'lot', 'NN'), (u'desir', 'NN')]",0
176,"[(u'the', 'DT'), (u'atmospher', 'NN'), (u'modern', 'JJ'), (u'hip', 'NN'), (u'maintain', 'NN'), (u'touch', 'JJ'), (u'cozi', 'NN')]",1
177,"[(u'not', 'RB'), (u'weekli', 'JJ'), (u'haunt', 'NN'), (u'definit', 'NN'), (u'place', 'NN'), (u'come', 'VBP'), (u'back', 'RB'), (u'everi', 'NN')]",1
178,"[(u'We', 'PRP'), (u'liter', 'VBP'), (u'sat', 'VBD'), (u'20', 'CD'), (u'minut', 'NN'), (u'one', 'CD'), (u'ask', 'NN'), (u'take', 'NN'), (u'order', 'NN')]",0
179,"[(u'the', 'DT'), (u'burger', 'NN'), (u'absolut', 'VBZ'), (u'flavor', 'NN'), (u'meat', 'NN'), (u'total', 'JJ'), (u'bland', 'NN'), (u'burger', 'NN'), (u'overcook', 'NN'), (u'charcoal', 'NN'), (u'flavor', 'NN')]",0
180,"[(u'I', 'PRP'), (u'also', 'RB'), (u'decid', 'VBP'), (u'send', 'VB'), (u'back', 'RB'), (u'waitress', 'JJ'), (u'look', 'NN'), (u'like', 'IN'), (u'verg', 'JJ'), (u'heart', 'NN'), (u'attack', 'NN')]",0
181,"[(u'I', 'PRP'), (u'dress', 'VBP'), (u'treat', 'JJ'), (u'rude', 'NN')]",0
182,"[(u'It', 'PRP'), (u'probabl', 'VBZ'), (u'dirt', 'NN')]",0
183,"[(u'love', 'VB'), (u'place', 'NN'), (u'hit', 'JJ'), (u'spot', 'NN'), (u'I', 'PRP'), (u'want', 'VBP'), (u'someth', 'JJ'), (u'healthi', 'NN'), (u'lack', 'NN'), (u'quantiti', 'JJ'), (u'flavor', 'NN')]",1
184,"[(u'I', 'PRP'), (u'order', 'NN'), (u'lemon', 'NN'), (u'raspberri', 'NN'), (u'ice', 'NN'), (u'cocktail', 'NN'), (u'also', 'RB'), (u'incred', 'VBD')]",1
185,"[(u'the', 'DT'), (u'food', 'NN'), (u'suck', 'NN'), (u'expect', 'VBP'), (u'suck', 'NN'), (u'could', 'MD'), (u'imagin', 'VB')]",0
186,"[(u'interest', 'NN'), (u'decor', 'NN')]",1
187,"[(u'what', 'WP'), (u'I', 'PRP'), (u'realli', 'VBP'), (u'like', 'IN'), (u'crepe', 'NN'), (u'station', 'NN')]",1
188,"[(u'also', 'RB'), (u'serv', 'JJ'), (u'hot', 'JJ'), (u'bread', 'NN'), (u'butter', 'NN'), (u'home', 'NN'), (u'made', 'VBD'), (u'potato', 'JJ'), (u'chip', 'NN'), (u'bacon', 'JJ'), (u'bit', 'NN'), (u'top', 'JJ'), (u'origin', 'NN'), (u'good', 'JJ')]",1
189,"[(u'watch', 'NN'), (u'prepar', 'NN'), (u'delici', 'NN'), (u'food', 'NN')]",1
190,"[(u'both', 'DT'), (u'egg', 'NN'), (u'roll', 'NN'), (u'fantast', 'NN')]",1
191,"[(u'when', 'WRB'), (u'order', 'NN'), (u'arriv', 'VBZ'), (u'one', 'CD'), (u'gyro', 'NN'), (u'miss', 'NN')]",0
192,"[(u'I', 'PRP'), (u'salad', 'VBP'), (u'wing', 'VBG'), (u'ice', 'NN'), (u'cream', 'NN'), (u'dessert', 'NN'), (u'left', 'VBD'), (u'feel', 'NN'), (u'quit', 'NN'), (u'satisfi', 'NN')]",1
193,"[(u'I', 'PRP'), (u'realli', 'VBP'), (u'sure', 'JJ'), (u'joey', 'JJ'), (u'vote', 'NN'), (u'best', 'JJS'), (u'hot', 'JJ'), (u'dog', 'NN'), (u'valley', 'NN'), (u'reader', 'NN'), (u'phoenix', 'NN'), (u'magazin', 'NN')]",0
194,"[(u'the', 'DT'), (u'best', 'JJS'), (u'place', 'NN'), (u'go', 'VBP'), (u'tasti', 'JJ'), (u'bowl', 'NN'), (u'pho', 'NN')]",1
195,"[(u'the', 'DT'), (u'live', 'JJ'), (u'music', 'NN'), (u'friday', 'JJ'), (u'total', 'JJ'), (u'blow', 'NN')]",0
196,"[(u'I', 'PRP'), (u'never', 'RB'), (u'insult', 'VBP'), (u'felt', 'NNS'), (u'disrespect', 'VBP')]",0
197,"[(u'veri', 'NN'), (u'friendli', 'JJ'), (u'staff', 'NN')]",1
198,"[(u'It', 'PRP'), (u'worth', 'JJ'), (u'drive', 'NN')]",1
199,"[(u'I', 'PRP'), (u'heard', 'VBD'), (u'good', 'JJ'), (u'thing', 'NN'), (u'place', 'NN'), (u'exceed', 'VBP'), (u'everi', 'IN'), (u'hope', 'NN'), (u'I', 'PRP'), (u'could', 'MD'), (u'dream', 'VB')]",1
200,"[(u'food', 'NN'), (u'great', 'JJ'), (u'serivc', 'NN')]",1
201,"[(u'the', 'DT'), (u'warm', 'JJ'), (u'beer', 'NN'), (u'help', 'NN')]",0
202,"[(u'great', 'JJ'), (u'brunch', 'NN'), (u'spot', 'NN')]",1
203,"[(u'servic', 'JJ'), (u'friendli', 'NN'), (u'invit', 'NN')]",1
204,"[(u'veri', 'RB'), (u'good', 'JJ'), (u'lunch', 'NN'), (u'spot', 'NN')]",1
205,"[(u'I', 'PRP'), (u'live', 'VBP'), (u'sinc', 'NN'), (u'1979', 'CD'), (u'first', 'JJ'), (u'last', 'JJ'), (u'time', 'NN'), (u'I', 'PRP'), (u'step', 'VBP'), (u'foot', 'JJ'), (u'place', 'NN')]",0
206,"[(u'the', 'DT'), (u'worst', 'JJS'), (u'experi', 'NN'), (u'ever', 'RB')]",0
207,"[(u'must', 'MD'), (u'night', 'NN'), (u'place', 'NN')]",0
208,"[(u'the', 'DT'), (u'side', 'NN'), (u'delish', 'JJ'), (u'mix', 'NN'), (u'mushroom', 'NN'), (u'yukon', 'NN'), (u'gold', 'NN'), (u'pure', 'NN'), (u'white', 'JJ'), (u'corn', 'NN'), (u'beateou', 'NN')]",1
209,"[(u'If', 'IN'), (u'bug', 'VBN'), (u'never', 'RB'), (u'show', 'VBP'), (u'I', 'PRP'), (u'would', 'MD'), (u'given', 'VBN'), (u'4', 'CD'), (u'sure', 'JJ'), (u'side', 'NN'), (u'wall', 'NN'), (u'bug', 'NN'), (u'climb', 'NN'), (u'kitchen', 'NN')]",0
210,"[(u'for', 'IN'), (u'10', 'CD'), (u'minut', 'NNS'), (u'wait', 'VBP'), (u'salad', 'JJ'), (u'realiz', 'NN'), (u'come', 'JJ'), (u'time', 'NN'), (u'soon', 'RB')]",0
211,"[(u'My', 'PRP$'), (u'friend', 'NN'), (u'love', 'NN'), (u'salmon', 'NN'), (u'tartar', 'NN')]",1
212,"[(u'won', 'VBD'), (u'go', 'VB'), (u'back', 'RB')]",0
213,"[(u'extrem', 'NN'), (u'tasti', 'NN')]",1
214,"[(u'waitress', 'NN'), (u'good', 'JJ'), (u'though', 'IN')]",1
215,"[(u'soggi', 'RB'), (u'good', 'JJ')]",0
216,"[(u'the', 'DT'), (u'jamaican', 'JJ'), (u'mojito', 'NN'), (u'delici', 'NN')]",1
217,"[(u'which', 'WDT'), (u'small', 'JJ'), (u'worth', 'NN'), (u'price', 'NN')]",0
218,"[(u'food', 'NN'), (u'rich', 'JJ'), (u'order', 'NN'), (u'accordingli', 'NN')]",1
219,"[(u'the', 'DT'), (u'shower', 'JJR'), (u'area', 'NN'), (u'outsid', 'NN'), (u'rins', 'NNS'), (u'take', 'VBP'), (u'full', 'JJ'), (u'shower', 'JJR'), (u'unless', 'IN'), (u'mind', 'NN'), (u'nude', 'JJ'), (u'everyon', 'NNS'), (u'see', 'VBP')]",0
220,"[(u'the', 'DT'), (u'servic', 'JJ'), (u'bit', 'NN'), (u'lack', 'NN')]",0
221,"[(u'lobster', 'NN'), (u'bisqu', 'NN'), (u'bussel', 'NN'), (u'sprout', 'NN'), (u'risotto', 'NN'), (u'filet', 'NN'), (u'all', 'DT'), (u'need', 'VBP'), (u'salt', 'JJ'), (u'pepper', 'JJ'), (u'cours', 'NN'), (u'none', 'NN'), (u'tabl', 'NN')]",0
222,"[(u'hope', 'NN'), (u'bode', 'NN'), (u'go', 'VBP'), (u'busi', 'NN'), (u'someon', 'NN'), (u'cook', 'NN'), (u'come', 'VB')]",0
223,"[(u'It', 'PRP'), (u'either', 'CC'), (u'cold', 'JJ'), (u'enough', 'JJ'), (u'flavor', 'NN'), (u'bad', 'JJ')]",0
224,"[(u'I', 'PRP'), (u'love', 'VBP'), (u'bacon', 'JJ'), (u'wrap', 'NN'), (u'date', 'NN')]",1
225,"[(u'thi', 'NN'), (u'unbeliev', 'NN'), (u'bargain', 'NN')]",1
226,"[(u'the', 'DT'), (u'folk', 'NN'), (u'otto', 'VBZ'), (u'alway', 'RB'), (u'make', 'VBP'), (u'us', 'PRP'), (u'feel', 'VB'), (u'welcom', 'JJ'), (u'special', 'JJ')]",1
227,"[(u'As', 'IN'), (u'main', 'JJ'), (u'also', 'RB'), (u'uninspir', 'VBP')]",0
228,"[(u'thi', 'JJ'), (u'place', 'NN'), (u'I', 'PRP'), (u'first', 'RB'), (u'pho', 'VBP'), (u'amaz', 'NN')]",1
229,"[(u'thi', 'JJ'), (u'wonder', 'NN'), (u'experi', 'NN'), (u'made', 'VBD'), (u'place', 'NN'), (u'must', 'MD'), (u'stop', 'VB'), (u'whenev', 'NN'), (u'town', 'NN')]",1
230,"[(u'If', 'IN'), (u'food', 'NN'), (u'bad', 'JJ'), (u'enough', 'RB'), (u'enjoy', 'NN'), (u'deal', 'NN'), (u'world', 'NN'), (u'worst', 'WDT'), (u'annoy', 'VBP'), (u'drunk', 'NN'), (u'peopl', 'NN')]",0
231,"[(u'veri', 'NN'), (u'fun', 'NN'), (u'chef', 'NN')]",1
232,"[(u'order', 'NN'), (u'doubl', 'NN'), (u'cheeseburg', 'NN'), (u'got', 'VBD'), (u'singl', 'JJ'), (u'patti', 'NNS'), (u'fall', 'VBP'), (u'apart', 'RB'), (u'pictur', 'JJ'), (u'upload', 'NN'), (u'yeah', 'NN'), (u'still', 'RB'), (u'suck', 'VBD')]",0
233,"[(u'great', 'JJ'), (u'place', 'NN'), (u'coupl', 'NN'), (u'drink', 'VBP'), (u'watch', 'NN'), (u'sport', 'NN'), (u'event', 'NN'), (u'wall', 'NN'), (u'cover', 'NN'), (u'TV', 'NN')]",1
234,"[(u'If', 'IN'), (u'possibl', 'JJ'), (u'give', 'VBP'), (u'zero', 'CD'), (u'star', 'NN')]",0
235,"[(u'the', 'DT'), (u'descript', 'NN'), (u'said', 'VBD'), (u'yum', 'JJ'), (u'yum', 'NN'), (u'sauc', 'NN'), (u'anoth', 'DT'), (u'said', 'VBD'), (u'eel', 'NN'), (u'sauc', 'NN'), (u'yet', 'RB'), (u'anoth', 'DT'), (u'said', 'VBD'), (u'spici', 'NN'), (u'mayo', 'NN'), (u'well', 'RB'), (u'none', 'RB'), (u'roll', 'NN'), (u'sauc', 'NN')]",0
236,"[(u'I', 'PRP'), (u'say', 'VBP'), (u'would', 'MD'), (u'hardest', 'VB'), (u'decis', 'NN'), (u'honestli', 'NN'), (u'M', 'NNP'), (u'dish', 'NN'), (u'tast', 'NN'), (u'suppos', 'NN'), (u'tast', 'NN'), (u'amaz', 'NN')]",1
237,"[(u'If', 'IN'), (u'roll', 'VBN'), (u'eye', 'NN'), (u'may', 'MD'), (u'stay', 'VB'), (u'not', 'RB'), (u'sure', 'JJ'), (u'go', 'VB'), (u'back', 'RB'), (u'tri', 'NN')]",0
238,"[(u'everyon', 'JJ'), (u'attent', 'NN'), (u'provid', 'NN'), (u'excel', 'NN'), (u'custom', 'NN'), (u'servic', 'NN')]",1
239,"[(u'horribl', 'NN'), (u'wast', 'NN'), (u'time', 'NN'), (u'money', 'NN')]",0
240,"[(u'now', 'RB'), (u'dish', 'JJ'), (u'quit', 'NN'), (u'flavour', 'NN')]",1
241,"[(u'By', 'IN'), (u'time', 'NN'), (u'side', 'NN'), (u'restaur', 'NN'), (u'almost', 'RB'), (u'empti', 'JJ'), (u'excus', 'NN')]",0
242,"[(u'It', 'PRP'), (u'busi', 'VBZ'), (u'either', 'CC'), (u'also', 'RB'), (u'build', 'JJ'), (u'freez', 'NNS'), (u'cold', 'VBD')]",0
243,"[(u'like', 'IN'), (u'review', 'NN'), (u'said', 'VBD'), (u'pay', 'NN'), (u'eat', 'NN'), (u'place', 'NN')]",0
244,"[(u'drink', 'NN'), (u'took', 'VBD'), (u'close', 'RB'), (u'30', 'CD'), (u'minut', 'NN'), (u'come', 'VB'), (u'one', 'CD'), (u'point', 'NN')]",0
245,"[(u'serious', 'JJ'), (u'flavor', 'NN'), (u'delight', 'NN'), (u'folk', 'NN')]",1
246,"[(u'much', 'JJ'), (u'better', 'JJR'), (u'ayc', 'NN'), (u'sushi', 'JJ'), (u'place', 'NN'), (u'I', 'PRP'), (u'went', 'VBD'), (u'vega', 'NN')]",1
247,"[(u'the', 'DT'), (u'light', 'JJ'), (u'dark', 'JJ'), (u'enough', 'RB'), (u'set', 'VBN'), (u'mood', 'NN')]",1
248,"[(u'base', 'NN'), (u'sub', 'NN'), (u'par', 'IN'), (u'servic', 'NN'), (u'I', 'PRP'), (u'receiv', 'VBP'), (u'effort', 'NN'), (u'show', 'NN'), (u'gratitud', 'JJ'), (u'busi', 'NN'), (u'I', 'PRP'), (u'go', 'VBP'), (u'back', 'RB')]",0
249,"[(u'owner', 'NN'), (u'realli', 'VBZ'), (u'great', 'JJ'), (u'peopl', 'NN')]",1
250,"[(u'there', 'EX'), (u'noth', 'DT'), (u'privileg', 'NN'), (u'work', 'NN'), (u'eat', 'NN')]",0
251,"[(u'the', 'DT'), (u'greek', 'JJ'), (u'dress', 'NN'), (u'creami', 'NN'), (u'flavor', 'NN')]",1
252,"[(u'overal', 'JJ'), (u'I', 'PRP'), (u'think', 'VBP'), (u'I', 'PRP'), (u'would', 'MD'), (u'take', 'VB'), (u'parent', 'NN'), (u'place', 'NN'), (u'made', 'VBD'), (u'similar', 'JJ'), (u'complaint', 'NN'), (u'I', 'PRP'), (u'silent', 'VBP'), (u'felt', 'VBD')]",0
253,"[(u'now', 'RB'), (u'pizza', 'RB'), (u'good', 'JJ'), (u'peanut', 'NN'), (u'sauc', 'NN'), (u'tasti', 'NN')]",1
254,"[(u'We', 'PRP'), (u'7', 'CD'), (u'tabl', 'JJ'), (u'servic', 'JJ'), (u'pretti', 'NNS'), (u'fast', 'RB')]",1
255,"[(u'fantast', 'NN'), (u'servic', 'NN')]",1
256,"[(u'I', 'PRP'), (u'well', 'RB'), (u'would', 'MD'), (u'given', 'VBN'), (u'godfath', 'NN'), (u'zero', 'CD'), (u'star', 'NN'), (u'possibl', 'NN')]",0
257,"[(u'they', 'PRP'), (u'know', 'VBP'), (u'make', 'VBP')]",1
258,"[(u'tough', 'JJ'), (u'short', 'JJ'), (u'flavor', 'NN')]",0
259,"[(u'I', 'PRP'), (u'hope', 'VBP'), (u'place', 'NN'), (u'stick', 'NN'), (u'around', 'IN')]",1
260,"[(u'I', 'PRP'), (u'bar', 'VBP'), (u'vega', 'JJ'), (u'ever', 'RB'), (u'recal', 'JJ'), (u'charg', 'NN'), (u'tap', 'NN'), (u'water', 'NN')]",0
261,"[(u'the', 'DT'), (u'restaur', 'NN'), (u'atmospher', 'RB'), (u'exquisit', 'NN')]",1
262,"[(u'good', 'JJ'), (u'servic', 'JJ'), (u'clean', 'JJ'), (u'inexpens', 'NNS'), (u'boot', 'NN')]",1
263,"[(u'the', 'DT'), (u'seafood', 'NN'), (u'fresh', 'JJ'), (u'gener', 'NN'), (u'portion', 'NN')]",1
264,"[(u'plu', 'NN'), (u'8', 'CD'), (u'buck', 'NN')]",1
265,"[(u'the', 'DT'), (u'servic', 'JJ'), (u'par', 'NN'), (u'either', 'CC')]",0
266,"[(u'thu', 'NN'), (u'far', 'RB'), (u'visit', 'JJ'), (u'twice', 'RB'), (u'food', 'NN'), (u'absolut', 'JJ'), (u'delici', 'NN'), (u'time', 'NN')]",1
267,"[(u'just', 'RB'), (u'good', 'JJ'), (u'I', 'PRP'), (u'year', 'NN'), (u'ago', 'RB')]",1
268,"[(u'for', 'IN'), (u'self', 'JJ'), (u'proclaim', 'NN'), (u'coffe', 'NN'), (u'cafe', 'NN'), (u'I', 'PRP'), (u'wildli', 'VBP'), (u'disappoint', 'NN')]",0
269,"[(u'the', 'DT'), (u'veggitarian', 'JJ'), (u'platter', 'NN'), (u'world', 'NN')]",1
270,"[(u'you', 'PRP'), (u'cant', 'VBP'), (u'go', 'VB'), (u'wrong', 'JJ'), (u'food', 'NN')]",1
271,"[(u'you', 'PRP'), (u'beat', 'VBP')]",1
272,"[(u'stop', 'JJ'), (u'place', 'NN'), (u'madison', 'NN'), (u'ironman', 'NN'), (u'friendli', 'NN'), (u'kind', 'NN'), (u'staff', 'NN')]",1
273,"[(u'the', 'DT'), (u'chef', 'NN'), (u'friendli', 'RB'), (u'good', 'JJ'), (u'job', 'NN')]",1
274,"[(u'I', 'PRP'), (u'better', 'VBP'), (u'dedic', 'JJ'), (u'boba', 'NN'), (u'tea', 'NN'), (u'spot', 'NN'), (u'even', 'RB'), (u'jenni', 'VBZ'), (u'pho', 'NN')]",0
275,"[(u'I', 'PRP'), (u'like', 'VBP'), (u'patio', 'JJ'), (u'servic', 'NN'), (u'outstand', 'NN')]",1
276,"[(u'the', 'DT'), (u'goat', 'NN'), (u'taco', 'NN'), (u'skimp', 'NN'), (u'meat', 'NN'), (u'wow', 'NN'), (u'flavor', 'NN')]",1
277,"[(u'I', 'PRP'), (u'think', 'VBP')]",0
278,"[(u'I', 'PRP'), (u'mac', 'VBP'), (u'salad', 'JJ'), (u'pretti', 'NNS'), (u'bland', 'VBP'), (u'I', 'PRP'), (u'get', 'VBP')]",0
279,"[(u'I', 'PRP'), (u'went', 'VBD'), (u'bachi', 'RB'), (u'burger', 'JJR'), (u'friend', 'JJ'), (u'recommend', 'NN'), (u'disappoint', 'NN')]",1
280,"[(u'servic', 'NN'), (u'stink', 'NN')]",0
281,"[(u'I', 'PRP'), (u'wait', 'VBP'), (u'wait', 'NN')]",0
282,"[(u'thi', 'JJ'), (u'place', 'NN'), (u'qualiti', 'NN'), (u'sushi', 'NN'), (u'qualiti', 'NN'), (u'restaur', 'NN')]",0
283,"[(u'I', 'PRP'), (u'would', 'MD'), (u'definit', 'VB'), (u'recommend', 'VB'), (u'wing', 'VBG'), (u'well', 'RB'), (u'pizza', 'VB')]",1
284,"[(u'great', 'JJ'), (u'pizza', 'NN'), (u'salad', 'NN')]",1
285,"[(u'thing', 'NN'), (u'went', 'VBD'), (u'wrong', 'JJ'), (u'they', 'PRP'), (u'burn', 'VBP'), (u'saganaki', 'JJ')]",0
286,"[(u'We', 'PRP'), (u'wait', 'VBP'), (u'hour', 'NN'), (u'breakfast', 'NN'), (u'I', 'PRP'), (u'could', 'MD'), (u'done', 'VBN'), (u'100', 'CD'), (u'time', 'NN'), (u'better', 'RBR'), (u'home', 'NN')]",0
287,"[(u'thi', 'JJ'), (u'place', 'NN'), (u'amaz', 'NN')]",1
288,"[(u'I', 'PRP'), (u'hate', 'VBP'), (u'disagre', 'JJ'), (u'fellow', 'JJ'), (u'yelper', 'JJR'), (u'husband', 'NN'), (u'I', 'PRP'), (u'disappoint', 'VBP'), (u'place', 'NN')]",0
289,"[(u'wait', 'NN'), (u'2', 'CD'), (u'hour', 'NN'), (u'never', 'RB'), (u'got', 'VBD'), (u'either', 'CC'), (u'pizza', 'JJ'), (u'mani', 'NN'), (u'around', 'IN'), (u'us', 'PRP'), (u'came', 'VBD'), (u'later', 'RB')]",0
290,"[(u'just', 'RB'), (u'know', 'VB'), (u'slow', 'JJ')]",0
291,"[(u'the', 'DT'), (u'staff', 'NN'), (u'great', 'JJ'), (u'food', 'NN'), (u'delish', 'NN'), (u'incred', 'VBD'), (u'beer', 'NN'), (u'select', 'NN')]",1
292,"[(u'I', 'PRP'), (u'live', 'VBP'), (u'neighborhood', 'NN'), (u'I', 'PRP'), (u'disappoint', 'VBP'), (u'I', 'PRP'), (u'back', 'RB'), (u'conveni', 'VBP'), (u'locat', 'NN')]",0
293,"[(u'I', 'PRP'), (u'know', 'VBP'), (u'pull', 'JJ'), (u'pork', 'NN'), (u'could', 'MD'), (u'soooo', 'VB'), (u'delici', 'NN')]",1
294,"[(u'you', 'PRP'), (u'get', 'VBP'), (u'incred', 'VBN'), (u'fresh', 'JJ'), (u'fish', 'NN'), (u'prepar', 'NN'), (u'care', 'NN')]",1
295,"[(u'befor', 'NN'), (u'I', 'PRP'), (u'go', 'VBP'), (u'I', 'PRP'), (u'gave', 'VBD'), (u'1', 'CD'), (u'star', 'NN'), (u'rate', 'NN'), (u'pleas', 'NNS'), (u'know', 'VBP'), (u'third', 'JJ'), (u'time', 'NN'), (u'eat', 'NN'), (u'bachi', 'NN'), (u'burger', 'NN'), (u'write', 'VBP'), (u'review', 'NN')]",0
296,"[(u'I', 'PRP'), (u'love', 'VBP'), (u'fact', 'NN'), (u'everyth', 'JJ'), (u'menu', 'NN'), (u'worth', 'NN')]",1
297,"[(u'never', 'RB'), (u'I', 'PRP'), (u'dine', 'VBP'), (u'place', 'NN')]",0
298,"[(u'the', 'DT'), (u'food', 'NN'), (u'excel', 'NN'), (u'servic', 'VBD'), (u'good', 'JJ')]",1
299,"[(u'good', 'JJ'), (u'beer', 'NN'), (u'drink', 'NN'), (u'select', 'VBP'), (u'good', 'JJ'), (u'food', 'NN'), (u'select', 'NN')]",1
300,"[(u'pleas', 'NNS'), (u'stay', 'VBP'), (u'away', 'RB'), (u'shrimp', 'JJ'), (u'stir', 'JJ'), (u'fri', 'NN'), (u'noodl', 'NN')]",0
301,"[(u'the', 'DT'), (u'potato', 'NN'), (u'chip', 'NN'), (u'order', 'NN'), (u'sad', 'NN'), (u'I', 'PRP'), (u'could', 'MD'), (u'probabl', 'VB'), (u'count', 'NN'), (u'mani', 'FW'), (u'chip', 'NN'), (u'box', 'NN'), (u'probabl', 'VBP'), (u'around', 'IN'), (u'12', 'CD')]",0
302,"[(u'food', 'NN'), (u'realli', 'NN'), (u'bore', 'NN')]",0
303,"[(u'good', 'JJ'), (u'servic', 'NN'), (u'check', 'NN')]",1
304,"[(u'thi', 'NN'), (u'greedi', 'NN'), (u'corpor', 'NN'), (u'never', 'RB'), (u'see', 'VB'), (u'anoth', 'DT'), (u'dime', 'NN')]",0
305,"[(u'will', 'MD'), (u'never', 'RB'), (u'ever', 'RB'), (u'go', 'VB'), (u'back', 'RB')]",0
306,"[(u'As', 'IN'), (u'much', 'JJ'), (u'I', 'PRP'), (u'like', 'VBP'), (u'go', 'VB'), (u'back', 'RB'), (u'I', 'PRP'), (u'get', 'VBP'), (u'pass', 'JJ'), (u'atroci', 'NN'), (u'servic', 'NN'), (u'never', 'RB'), (u'return', 'VB')]",0
307,"[(u'In', 'IN'), (u'summer', 'NN'), (u'dine', 'NN'), (u'charm', 'NN'), (u'outdoor', 'NN'), (u'patio', 'NN'), (u'delight', 'NN')]",1
308,"[(u'I', 'PRP'), (u'expect', 'VBP'), (u'good', 'JJ')]",1
309,"[(u'fantast', 'NN'), (u'food', 'NN')]",1
310,"[(u'she', 'PRP'), (u'order', 'NN'), (u'toast', 'VBD'), (u'english', 'JJ'), (u'muffin', 'NN'), (u'came', 'VBD'), (u'untoast', 'JJ')]",0
311,"[(u'the', 'DT'), (u'food', 'NN'), (u'good', 'JJ')]",1
312,"[(u'never', 'RB'), (u'go', 'VBP'), (u'back', 'RB')]",0
313,"[(u'great', 'JJ'), (u'food', 'NN'), (u'price', 'NN'), (u'high', 'JJ'), (u'qualiti', 'NN'), (u'hous', 'JJ'), (u'made', 'VBD')]",1
314,"[(u'the', 'DT'), (u'bu', 'NN'), (u'boy', 'NN'), (u'hand', 'NN'), (u'rude', 'NN')]",0
315,"[(u'By', 'IN'), (u'point', 'NN'), (u'friend', 'NN'), (u'I', 'PRP'), (u'basic', 'VBP'), (u'figur', 'JJ'), (u'place', 'NN'), (u'joke', 'NN'), (u'mind', 'NN'), (u'make', 'VBP'), (u'publicli', 'JJ'), (u'loudli', 'NN'), (u'known', 'VBN')]",0
